,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  10-19 years,thinness 5-9 years,Income composition of resources,Schooling
2786,411.0,94,4.4,0.0,83.0,7726,19.1,141,88.0,4.72,83.0,8.5,0.0,0.0,7.5,7.4,0.0,0.0
2787,437.0,96,4.07,0.0,9.0,2362,18.6,145,91.0,6.86,9.0,9.4,0.0,0.0,7.6,7.5,0.0,0.0
2788,449.0,97,3.94,0.0,9.0,23,18.1,149,91.0,4.66,9.0,10.0,0.0,0.0,7.7,7.6,0.0,0.0
2789,454.0,100,3.81,0.0,95.0,1419,17.7,154,95.0,4.1,95.0,10.8,0.0,0.0,7.8,7.8,0.0,0.0
2790,459.0,103,2.34,0.0,95.0,1673,17.2,160,97.0,4.6,95.0,11.5,0.0,0.0,7.9,7.9,0.0,0.0
2791,46.0,106,3.37,0.0,89.0,5131,16.8,166,91.0,3.59,89.0,12.1,0.0,0.0,8.0,8.0,0.0,0.0
2792,46.0,110,4.09,0.0,0.0,11847,16.4,173,65.0,3.28,87.0,12.5,0.0,0.0,8.2,8.1,0.0,0.0
2793,457.0,114,3.89,0.0,0.0,14649,16.0,181,64.0,2.64,79.0,12.8,0.0,0.0,8.3,8.3,0.0,0.0
2794,13.0,23,0.0,0.0,92.0,188,69.6,26,93.0,0.0,95.0,0.1,0.0,0.0,0.8,0.6,0.0,0.0
2795,14.0,23,8.82,0.0,92.0,667,69.1,27,93.0,17.14,95.0,0.1,0.0,0.0,0.8,0.6,0.0,0.0
2796,16.0,23,8.82,0.0,91.0,187,68.6,27,93.0,16.9,94.0,0.1,0.0,0.0,0.7,0.6,0.0,0.0
2797,16.0,24,8.82,0.0,9.0,55,68.0,28,93.0,17.2,94.0,0.1,0.0,0.0,0.7,0.6,0.0,0.0
2798,16.0,25,8.67,0.0,91.0,220,67.5,29,94.0,17.6,96.0,0.1,0.0,0.0,0.7,0.6,0.0,0.0
2799,15.0,25,8.55,0.0,92.0,63,66.9,30,93.0,17.2,95.0,0.1,0.0,0.0,0.7,0.6,0.0,0.0
2800,18.0,26,8.71,0.0,92.0,71,66.3,31,93.0,17.0,95.0,0.1,0.0,0.0,0.7,0.6,0.0,0.0
2801,18.0,27,8.74,0.0,94.0,140,65.7,31,94.0,16.2,96.0,0.1,0.0,0.0,0.7,0.6,0.0,0.0
2802,11.0,27,8.74,0.0,93.0,43,65.1,32,93.0,15.57,96.0,0.1,0.0,0.0,0.7,0.6,0.0,0.0
2803,113.0,28,8.63,0.0,93.0,55,64.4,33,93.0,15.27,96.0,0.1,0.0,0.0,0.7,0.6,0.0,0.0
2804,112.0,28,8.52,0.0,93.0,66,63.8,33,92.0,15.15,96.0,0.1,0.0,0.0,0.7,0.6,0.0,0.0
2805,111.0,28,8.48,0.0,92.0,37,63.1,33,92.0,15.14,96.0,0.1,0.0,0.0,0.7,0.6,0.0,0.0
2806,114.0,28,8.4,0.0,92.0,56,62.4,33,91.0,15.6,96.0,0.1,0.0,0.0,0.7,0.6,0.0,0.0
2807,115.0,28,8.33,0.0,88.0,41,61.7,33,9.0,14.55,94.0,0.1,0.0,0.0,0.8,0.6,0.0,0.0
2808,115.0,28,8.25,0.0,89.0,116,6.9,33,89.0,13.73,94.0,0.1,0.0,0.0,0.8,0.6,0.0,0.0
2809,114.0,28,8.21,0.0,9.0,85,6.1,33,9.0,13.7,94.0,0.1,0.0,0.0,0.8,0.7,0.0,0.0
2810,116.0,0,0.0,0.0,95.0,0,64.0,0,95.0,0.0,95.0,0.1,15524.84247,3431552.0,1.5,1.4,0.794,15.5
2811,117.0,0,6.03,463.6397821,95.0,0,63.4,0,95.0,8.58,95.0,0.1,16737.89827,3419546.0,1.5,1.4,0.791,15.5
2812,117.0,0,5.82,482.8039445,94.0,0,62.9,0,94.0,8.68,94.0,0.1,16881.2568,3485.0,1.5,1.4,0.788,15.5
2813,118.0,0,5.77,339.7190493,95.0,0,62.3,0,95.0,8.74,95.0,0.1,1592.6819,3396777.0,1.5,1.5,0.784,15.5
2814,111.0,0,5.97,417.9117441,95.0,0,61.8,1,95.0,8.55,95.0,0.1,14166.4998,3385624.0,1.5,1.5,0.78,15.5
2815,118.0,0,6.21,2331.532804,95.0,0,61.2,1,95.0,8.63,95.0,0.1,11938.212,3374415.0,1.5,1.5,0.777,15.6
2816,118.0,0,6.67,1871.736563,95.0,0,6.7,1,95.0,8.78,95.0,0.1,9415.17386,3362755.0,1.5,1.5,0.774,15.5
2817,119.0,1,6.76,24.73142261,94.0,0,6.1,1,94.0,8.17,94.0,0.1,962.312164,335824.0,1.6,1.5,0.77,15.7
2818,124.0,1,6.67,14.47305874,94.0,0,59.5,1,94.0,8.23,94.0,0.1,79.69746,3339741.0,1.6,1.5,0.76,15.3
2819,117.0,1,6.58,1712.225506,95.0,0,58.9,1,95.0,11.17,95.0,0.1,5877.87678,333143.0,1.6,1.6,0.756,15.2
2820,123.0,1,6.35,152.5448405,96.0,0,58.3,1,96.0,11.15,96.0,0.1,522.951116,3325612.0,1.6,1.6,0.753,15.5
2821,122.0,1,5.66,882.356362,94.0,0,57.7,1,95.0,11.59,94.0,0.1,4117.38853,332496.0,1.7,1.6,0.75,15.5
2822,121.0,1,5.11,160.8400141,91.0,0,57.0,1,91.0,6.52,91.0,0.1,3622.52284,3325637.0,1.7,1.6,0.747,15.0
2823,124.0,1,5.86,27.46880965,95.0,0,56.3,1,93.0,7.18,95.0,0.1,488.768855,3327773.0,1.7,1.7,0.746,14.7
2824,123.0,1,6.48,421.4804282,94.0,0,55.7,1,94.0,7.46,94.0,0.1,6281.37747,332713.0,1.8,1.7,0.742,14.2
2825,131.0,1,6.65,645.9583816,92.0,0,55.0,1,92.0,7.82,9.0,0.1,6871.897677,3321245.0,1.8,1.7,0.738,14.0
2826,184.0,15,0.0,0.0,99.0,22,44.7,17,99.0,0.0,99.0,0.1,2137.576852,312989.0,3.0,3.1,0.697,12.1
2827,184.0,16,0.01,0.442802404,99.0,8,43.9,18,99.0,5.84,99.0,0.1,25.448414,37577.0,3.0,3.1,0.69,12.1
2828,185.0,17,0.01,19.1624696,99.0,0,43.0,19,99.0,6.32,99.0,0.1,197.551233,32432.0,3.0,3.1,0.681,12.0
2829,184.0,18,0.01,16.71406295,99.0,0,42.2,21,99.0,6.49,99.0,0.1,174.468298,297745.0,3.0,3.1,0.673,12.0
2830,183.0,19,2.83,140.6905284,99.0,476,41.4,22,99.0,5.65,99.0,0.1,1564.966945,293394.0,3.0,3.1,0.664,12.0
2831,183.0,20,2.73,119.4571154,99.0,117,4.7,23,99.0,5.34,99.0,0.2,1377.8214,285624.0,3.0,3.1,0.657,11.9
2832,183.0,21,2.56,92.81479759,98.0,0,4.0,24,99.0,6.31,98.0,0.2,1213.265328,277674.0,3.1,3.1,0.651,11.8
2833,184.0,22,2.36,13.89021225,91.0,2,39.3,25,98.0,5.92,98.0,0.3,182.28625,27328.0,3.1,3.1,0.644,11.9
2834,184.0,22,2.15,9.290983645,99.0,863,38.7,26,98.0,5.81,96.0,0.3,83.476942,26868.0,3.1,3.1,0.631,11.8
2835,185.0,23,1.96,77.27092119,98.0,823,38.1,27,94.0,5.49,96.0,0.4,654.2838373,2648825.0,3.2,3.2,0.626,11.8
2836,192.0,24,1.78,40.13342094,99.0,737,37.5,28,99.0,5.11,99.0,0.3,546.776852,26167.0,3.2,3.2,0.62,11.7
2837,183.0,24,1.59,34.41887163,99.0,75,37.0,29,99.0,5.11,99.0,0.3,465.1198869,2586435.0,3.2,3.2,0.613,11.6
2838,183.0,25,1.54,28.52135777,99.0,85,36.4,30,99.0,5.17,98.0,0.3,396.129969,2556765.0,3.3,3.3,0.607,11.3
2839,186.0,27,1.47,24.99438738,62.0,25,35.9,32,99.0,5.44,99.0,0.2,383.3494997,2527185.0,3.3,3.3,0.6,11.0
2840,185.0,28,1.53,43.66385568,0.0,22,35.3,34,99.0,5.28,99.0,0.2,456.734892,2496445.0,3.4,3.3,0.594,10.7
2841,189.0,30,1.6,48.50941741,0.0,80,34.8,36,99.0,5.29,99.0,0.1,558.221144,24654.0,3.4,3.4,0.0,10.6
2842,13.0,0,0.0,0.0,64.0,39,53.3,0,65.0,0.0,64.0,0.1,285.83414,26463.0,1.5,1.4,0.598,10.8
2843,134.0,0,0.01,564.8167043,64.0,10,52.5,0,65.0,5.2,64.0,0.1,3148.36513,25885.0,1.5,1.4,0.596,10.8
2844,135.0,0,0.01,447.545645,64.0,0,51.7,0,65.0,3.92,64.0,0.1,3167.34356,253142.0,1.5,1.4,0.591,10.8
2845,138.0,0,0.01,427.9885222,64.0,0,5.8,0,65.0,3.7,64.0,0.1,3158.58688,247485.0,1.5,1.4,0.592,10.8
2846,141.0,0,0.85,457.9731742,63.0,0,49.9,0,65.0,3.85,65.0,0.1,3275.91684,241871.0,1.5,1.4,0.591,10.8
2847,145.0,0,0.91,471.8626525,62.0,0,49.1,0,66.0,4.71,65.0,0.1,2965.82434,236295.0,1.5,1.4,0.59,10.8
2848,149.0,0,0.83,361.0940984,62.0,0,48.2,0,66.0,3.9,66.0,0.1,2643.441423,23785.0,1.5,1.5,0.589,10.7
2849,153.0,0,1.18,345.339056,61.0,0,47.4,0,66.0,3.66,67.0,0.1,2697.961375,22534.0,1.5,1.5,0.582,10.7
2850,157.0,0,1.01,342.4908556,6.0,0,46.6,0,67.0,3.67,67.0,0.1,2393.367265,219953.0,1.6,1.5,0.579,10.7
2851,161.0,0,1.0,43.19780767,59.0,0,45.7,0,67.0,3.96,68.0,0.1,247.97823,214634.0,1.6,1.5,0.572,10.6
2852,165.0,0,0.88,337.2942846,61.0,3,44.9,0,67.0,3.87,68.0,0.1,1886.433359,2937.0,1.6,1.5,0.0,10.6
2853,169.0,0,0.85,334.1673373,63.0,0,44.1,0,67.0,4.12,69.0,0.1,1787.94723,24143.0,1.6,1.5,0.0,10.7
2854,173.0,0,1.2,27.29839073,64.0,165,43.3,0,67.0,4.2,69.0,0.1,158.52724,198964.0,1.6,1.6,0.0,10.4
2855,176.0,0,1.24,171.1373611,66.0,101,42.6,0,67.0,3.52,7.0,0.1,1353.934819,193956.0,1.7,1.6,0.0,10.2
2856,179.0,0,0.91,163.105292,68.0,7,41.9,0,67.0,3.37,7.0,0.1,1362.61731,18929.0,1.7,1.6,0.0,10.1
2857,18.0,0,1.21,21.90075232,7.0,9,41.1,0,67.0,3.28,71.0,0.1,1469.849149,18563.0,1.7,1.7,0.0,9.6
2858,157.0,9,0.0,0.0,87.0,0,62.1,10,87.0,0.0,87.0,0.1,0.0,0.0,1.6,1.5,0.769,14.3
2859,158.0,9,6.47,0.0,78.0,0,61.5,10,79.0,5.26,78.0,0.1,0.0,0.0,1.6,1.5,0.771,14.2
2860,159.0,9,6.71,0.0,82.0,0,61.0,10,82.0,4.94,82.0,0.1,0.0,0.0,1.6,1.5,0.77,14.2
2861,161.0,9,6.7,0.0,81.0,1,6.4,10,73.0,4.8,81.0,0.1,0.0,0.0,1.6,1.5,0.767,14.1
2862,158.0,9,6.74,0.0,78.0,0,59.9,10,78.0,5.24,78.0,0.1,0.0,0.0,1.6,1.5,0.756,14.1
2863,158.0,9,7.22,0.0,78.0,0,59.3,10,74.0,5.4,78.0,0.1,0.0,0.0,1.6,1.5,0.754,14.0
2864,166.0,9,7.59,0.0,84.0,0,58.8,10,75.0,5.81,84.0,0.1,0.0,0.0,1.6,1.5,0.754,14.0
2865,168.0,9,8.18,0.0,53.0,0,58.2,10,76.0,3.98,5.0,0.1,0.0,0.0,1.6,1.5,0.745,13.4
2866,165.0,9,8.7,0.0,62.0,32,57.6,10,67.0,5.25,62.0,0.1,0.0,0.0,1.6,1.5,0.728,12.9
2867,163.0,9,8.27,0.0,71.0,78,57.1,11,73.0,4.85,71.0,0.1,0.0,0.0,1.6,1.6,0.714,12.4
2868,158.0,9,7.92,0.0,88.0,0,56.5,11,8.0,4.69,87.0,0.1,0.0,0.0,1.7,1.6,0.7,11.8
2869,161.0,10,7.55,0.0,82.0,0,55.9,11,83.0,4.78,86.0,0.1,0.0,0.0,1.7,1.6,0.687,11.6
2870,172.0,10,6.3,0.0,72.0,0,55.3,12,86.0,4.93,68.0,0.1,0.0,0.0,1.7,1.6,0.688,11.6
2871,167.0,10,6.89,0.0,6.0,2392,54.7,12,81.0,4.93,65.0,0.1,0.0,0.0,1.7,1.7,0.684,11.0
2872,169.0,10,8.05,0.0,53.0,115,54.1,12,87.0,5.21,7.0,0.1,0.0,0.0,1.8,1.7,0.672,10.4
2873,168.0,11,8.01,0.0,5.0,22,53.4,13,86.0,4.91,77.0,0.1,0.0,0.0,1.8,1.7,0.67,10.6
2874,127.0,28,0.0,0.0,97.0,256,17.5,35,97.0,0.0,97.0,0.1,0.0,0.0,14.2,14.5,0.678,12.6
2875,128.0,28,4.09,0.0,95.0,15033,16.7,35,96.0,7.7,95.0,0.1,0.0,0.0,14.3,14.7,0.675,12.5
2876,129.0,28,4.0,0.0,59.0,1123,16.0,35,93.0,7.17,59.0,0.1,0.0,0.0,14.3,14.9,0.668,12.3
2877,13.0,29,4.12,0.0,97.0,578,15.3,36,97.0,6.96,97.0,0.1,0.0,0.0,14.4,15.0,0.662,12.2
2878,131.0,29,3.94,0.0,95.0,750,14.7,36,96.0,6.2,95.0,0.1,0.0,0.0,14.4,15.2,0.655,12.0
2879,133.0,29,3.93,0.0,88.0,2809,14.0,35,94.0,6.36,93.0,0.1,0.0,0.0,14.5,15.4,0.647,11.9
2880,134.0,29,3.86,0.0,94.0,6582,13.4,35,97.0,6.4,96.0,0.1,0.0,0.0,14.6,15.5,0.641,11.7
2881,135.0,28,3.58,0.0,87.0,352,12.9,35,93.0,5.53,93.0,0.2,0.0,0.0,14.7,15.7,0.633,11.6
2882,136.0,28,3.01,0.0,67.0,17,12.3,35,92.0,6.9,92.0,0.2,0.0,0.0,14.9,15.8,0.625,11.4
2883,136.0,28,2.56,0.0,93.0,1978,11.8,35,94.0,5.56,94.0,0.2,0.0,0.0,15.1,15.9,0.618,11.3
2884,136.0,29,2.7,0.0,94.0,410,11.3,36,94.0,5.38,95.0,0.2,0.0,0.0,15.3,16.0,0.609,11.1
2885,136.0,29,2.86,0.0,94.0,217,1.9,36,96.0,5.9,96.0,0.2,0.0,0.0,15.4,16.1,0.601,11.0
2886,137.0,30,2.19,0.0,78.0,2297,1.4,37,96.0,4.84,99.0,0.2,0.0,0.0,15.6,16.2,0.592,10.9
2887,137.0,30,2.03,0.0,0.0,6755,1.0,39,92.0,4.7,75.0,0.2,0.0,0.0,15.6,16.3,0.584,10.7
2888,138.0,32,1.84,0.0,0.0,12058,9.6,41,96.0,5.17,96.0,0.1,0.0,0.0,15.7,16.4,0.576,10.6
2889,139.0,33,1.6,0.0,0.0,16512,9.2,43,96.0,4.89,96.0,0.1,0.0,0.0,15.8,16.4,0.569,10.4
2890,224.0,37,0.0,0.0,69.0,468,41.3,47,63.0,0.0,69.0,0.1,0.0,0.0,13.6,13.4,0.499,9.0
2891,228.0,37,0.01,0.0,73.0,815,4.4,47,67.0,5.64,73.0,0.1,0.0,0.0,13.7,13.5,0.5,9.0
2892,226.0,36,0.04,0.0,73.0,400,39.6,46,67.0,5.78,73.0,0.1,0.0,0.0,13.7,13.5,0.498,9.0
2893,236.0,36,0.04,0.0,67.0,2177,38.7,46,68.0,5.73,67.0,0.1,0.0,0.0,13.7,13.6,0.494,9.0
2894,234.0,35,0.04,0.0,69.0,2676,37.9,45,69.0,5.4,69.0,0.1,0.0,0.0,13.7,13.6,0.493,8.6
2895,233.0,35,0.06,0.0,76.0,510,37.2,45,77.0,5.17,76.0,0.1,0.0,0.0,13.7,13.7,0.488,8.5
2896,235.0,36,0.03,0.0,76.0,130,36.4,46,76.0,5.32,76.0,0.1,0.0,0.0,13.8,13.7,0.483,8.4
2897,238.0,37,0.04,0.0,78.0,7,35.7,47,78.0,5.12,78.0,0.1,0.0,0.0,13.8,13.7,0.48,8.5
2898,24.0,38,0.05,0.0,79.0,13,35.1,49,79.0,4.92,79.0,0.1,0.0,0.0,13.8,13.8,0.477,8.6
2899,242.0,39,0.04,0.0,78.0,8079,34.5,51,78.0,4.82,78.0,0.1,0.0,0.0,13.9,13.8,0.475,8.7
2900,245.0,40,0.04,0.0,8.0,6285,33.9,53,8.0,4.58,79.0,0.1,0.0,0.0,13.9,13.8,0.47,8.6
2901,247.0,42,0.06,0.0,43.0,12708,33.3,56,72.0,4.9,72.0,0.1,0.0,0.0,13.9,13.9,0.464,8.4
2902,249.0,43,0.04,0.0,38.0,8536,32.7,58,61.0,5.0,61.0,0.1,0.0,0.0,14.0,13.9,0.457,8.2
2903,25.0,45,0.07,0.0,31.0,890,32.2,61,64.0,4.22,65.0,0.1,0.0,0.0,14.0,14.0,0.45,8.0
2904,251.0,46,0.08,0.0,19.0,485,31.7,63,73.0,4.34,73.0,0.1,0.0,0.0,14.0,14.0,0.444,7.9
2905,252.0,48,0.07,0.0,14.0,0,31.2,66,74.0,4.14,74.0,0.1,0.0,0.0,14.1,14.1,0.436,7.7
2906,33.0,27,0.0,0.0,9.0,9,23.4,40,9.0,0.0,9.0,4.1,1313.889646,161587.0,6.3,6.1,0.576,12.5
2907,314.0,28,0.01,196.6675768,86.0,9,22.8,41,78.0,4.99,86.0,4.3,1738.8822,1562974.0,6.3,6.2,0.57,12.5
2908,328.0,29,2.41,20.62306285,79.0,35,22.3,42,74.0,4.99,79.0,4.8,185.793359,1515321.0,6.4,6.2,0.565,12.5
2909,349.0,29,2.59,196.9152496,78.0,896,21.7,43,7.0,4.91,78.0,5.6,1734.93612,14699937.0,6.5,6.3,0.554,12.3
2910,366.0,29,2.57,183.0461695,81.0,13234,21.2,44,83.0,4.26,81.0,6.3,1644.619672,14264756.0,6.6,6.4,0.543,12.0
2911,363.0,30,2.47,184.3649102,83.0,15754,2.7,45,8.0,4.41,83.0,6.8,1463.213573,138533.0,6.7,6.5,0.533,11.8
2912,368.0,30,2.3,143.8698873,94.0,26,2.2,47,93.0,4.73,94.0,9.1,1139.11233,13456417.0,6.7,6.6,0.518,11.6
2913,45.0,31,2.12,153.6783754,87.0,140,19.7,49,9.0,4.87,87.0,11.9,1369.68249,1382517.0,6.8,6.7,0.504,11.4
2914,487.0,32,2.08,10.85148218,8.0,535,19.2,51,77.0,4.37,8.0,13.6,114.587985,12725974.0,6.9,6.8,0.492,11.1
2915,526.0,33,2.25,1.860003739,81.0,459,18.8,52,83.0,6.11,81.0,15.9,13.154199,12383446.0,7.0,6.9,0.479,10.9
2916,554.0,34,2.33,121.879331,82.0,45,18.4,55,84.0,7.56,82.0,17.0,691.3178164,1252156.0,7.1,7.0,0.467,10.7
2917,578.0,36,2.46,8.369851529,0.0,35,18.0,59,84.0,7.33,83.0,17.6,53.2772217,11731746.0,7.2,7.1,0.456,10.5
2918,64.0,39,2.33,65.78997404,0.0,881,17.6,62,85.0,8.18,83.0,18.2,429.1583434,11421984.0,7.3,7.2,0.443,10.2
2919,69.0,41,2.44,54.04348047,0.0,25036,17.3,66,85.0,6.93,84.0,18.4,377.135244,111249.0,7.4,7.3,0.433,10.0
2920,611.0,43,2.61,46.83027463,0.0,16997,17.1,70,86.0,6.56,85.0,18.6,378.2736238,1824125.0,7.4,7.4,0.424,9.8
2921,614.0,44,2.62,45.61688038,0.0,30930,16.8,72,85.0,7.16,85.0,18.7,341.955625,1531221.0,7.5,7.5,0.418,9.6
2922,336.0,22,0.0,0.0,87.0,0,31.8,32,88.0,0.0,87.0,6.2,118.69383,15777451.0,5.6,5.5,0.507,10.3
2923,371.0,23,6.5,10.82259524,91.0,0,31.3,34,92.0,6.44,91.0,6.3,127.47462,15411675.0,5.9,5.7,0.498,10.3
2924,399.0,25,6.39,10.66670728,95.0,0,3.8,36,95.0,6.88,95.0,6.8,111.227396,155456.0,6.2,6.0,0.488,10.4
2925,429.0,26,6.09,92.60233636,97.0,0,3.3,39,95.0,6.69,95.0,8.8,955.648466,1471826.0,6.5,6.4,0.464,9.8
2926,464.0,28,6.0,63.75053034,94.0,0,29.9,42,93.0,6.31,93.0,13.3,839.927936,14386649.0,6.8,6.7,0.452,10.1
2927,527.0,29,5.21,53.30858081,9.0,9696,29.4,44,89.0,5.37,89.0,15.7,713.63562,1486317.0,7.1,7.0,0.436,10.0
2928,587.0,30,4.64,1.040021112,73.0,853,29.0,45,69.0,6.26,73.0,18.1,65.824121,1381599.0,7.5,7.4,0.419,9.9
2929,632.0,30,3.56,20.84342867,75.0,0,28.6,46,75.0,4.96,75.0,20.5,325.678573,13558469.0,7.8,7.8,0.421,9.7
2930,67.0,29,3.88,29.81456607,72.0,242,28.2,46,73.0,4.47,73.0,23.7,396.9982166,1332999.0,8.2,8.2,0.414,9.6
2931,7.0,28,4.57,34.26216876,68.0,212,27.9,45,71.0,5.12,7.0,26.8,414.796232,13124267.0,8.6,8.6,0.408,9.5
2932,717.0,28,4.14,8.7174087,65.0,420,27.5,43,69.0,6.44,68.0,30.3,444.76575,129432.0,9.0,9.0,0.406,9.3
2933,723.0,27,4.36,0.0,68.0,31,27.1,42,67.0,7.13,65.0,33.6,454.366654,12777511.0,9.4,9.4,0.407,9.2
2934,715.0,26,4.06,0.0,7.0,998,26.7,41,7.0,6.52,68.0,36.7,453.3511552,12633897.0,9.8,9.9,0.418,9.5
2935,73.0,25,4.43,0.0,73.0,304,26.3,40,73.0,6.53,71.0,39.8,57.34834,125525.0,1.2,1.3,0.427,10.0
2936,686.0,25,1.72,0.0,76.0,529,25.9,39,76.0,6.16,75.0,42.1,548.587312,12366165.0,1.6,1.7,0.427,9.8
2937,665.0,24,1.68,0.0,79.0,1483,25.5,39,78.0,7.1,78.0,43.5,547.3588785,12222251.0,11.0,11.2,0.434,9.8
